timestamp,occupancy,hvac_kw,lighting_kw,plug_kw,total_kw,outdoor_temp_c,indoor_temp_c
2026-01-05 08:40:00,0.372,9.304,0.931,1.131,11.366,7.67,12.92
2026-01-05 08:45:00,0.408,10.199,0.988,1.162,12.35,6.83,12.82
2026-01-05 08:50:00,0.4,10.609,1.142,1.164,12.915,5.97,12.82
2026-01-05 08:55:00,0.433,10.002,0.828,1.295,12.125,7.14,12.85
2026-01-05 09:00:00,0.483,10.421,1.053,1.554,13.028,6.88,12.86
2026-01-05 09:05:00,0.421,8.509,1.101,1.339,10.949,9.87,13.06
2026-01-05 09:10:00,0.501,10.381,1.067,1.617,13.065,7.45,13.19
2026-01-05 09:15:00,0.51,10.146,1.079,1.628,12.853,7.02,13.27
2026-01-05 09:20:00,0.501,9.355,0.989,1.443,11.787,8.57,13.28
2026-01-05 09:25:00,0.491,10.982,0.955,1.459,13.396,6.07,13.38
2026-01-05 09:30:00,0.552,10.16,0.95,1.715,12.826,7.73,13.45
2026-01-05 09:35:00,0.55,9.786,1.057,1.267,12.11,9.36,13.47
2026-01-05 09:40:00,0.588,10.369,1.069,2.058,13.497,7.78,13.51
2026-01-05 09:45:00,0.598,10.556,1.185,1.473,13.214,6.59,13.57
2026-01-05 09:50:00,0.661,10.649,1.177,1.619,13.445,7.77,13.57
2026-01-05 09:55:00,0.621,9.617,1.142,1.376,12.135,9.35,13.64
2026-01-05 10:00:00,0.614,9.847,1.125,1.368,12.339,8.59,13.71
2026-01-05 10:05:00,0.665,10.196,1.23,1.893,13.318,7.73,13.68
2026-01-05 10:10:00,0.682,11.001,1.196,2.182,14.38,7.96,13.71
2026-01-05 10:15:00,0.732,10.179,1.203,1.704,13.087,8.16,13.69
2026-01-05 10:20:00,0.732,10.194,1.309,1.887,13.389,9.0,13.79
2026-01-05 10:25:00,0.733,9.528,1.4,1.863,12.791,9.88,13.82
2026-01-05 10:30:00,0.781,9.87,1.363,2.106,13.339,9.76,13.9
2026-01-05 10:35:00,0.716,10.234,1.195,2.233,13.662,9.38,13.89
2026-01-05 10:40:00,0.747,10.782,1.278,2.149,14.21,8.05,13.87
2026-01-05 10:45:00,0.753,10.403,1.086,1.808,13.297,8.15,13.85
2026-01-05 10:50:00,0.783,10.041,1.311,2.016,13.368,9.74,13.9
2026-01-05 10:55:00,0.768,10.317,1.258,2.008,13.582,8.33,13.95
2026-01-05 11:00:00,0.842,10.182,1.295,2.011,13.488,9.32,14.02
2026-01-05 11:05:00,0.829,9.397,1.291,1.773,12.461,9.84,14.0
2026-01-05 11:10:00,0.805,10.038,1.288,1.788,13.115,8.78,14.04
2026-01-05 11:15:00,0.831,10.332,1.457,2.225,14.015,8.96,14.05
2026-01-05 11:20:00,0.883,10.083,1.529,2.339,13.951,9.79,14.14
2026-01-05 11:25:00,0.91,9.203,1.358,2.096,12.658,10.36,14.2
2026-01-05 11:30:00,0.956,9.681,1.453,2.273,13.407,10.89,14.28
2026-01-05 11:35:00,0.994,9.567,1.501,2.529,13.597,10.62,14.32
2026-01-05 11:40:00,0.929,10.208,1.547,1.832,13.587,10.27,14.48
2026-01-05 11:45:00,0.897,9.965,1.438,2.025,13.428,9.7,14.47
2026-01-05 11:50:00,0.872,9.765,1.4,2.473,13.638,9.52,14.5
2026-01-05 11:55:00,0.952,10.05,1.544,2.274,13.869,10.05,14.56
2026-01-05 12:00:00,0.928,9.191,1.4,1.944,12.536,10.86,14.63
2026-01-05 12:05:00,0.947,9.894,1.621,2.229,13.744,10.88,14.66
2026-01-05 12:10:00,0.948,10.641,1.486,2.411,14.539,9.01,14.61
2026-01-05 12:15:00,0.969,9.982,1.428,1.734,13.144,10.13,14.64
2026-01-05 12:20:00,1.0,9.301,1.532,2.335,13.168,11.79,14.68
2026-01-05 12:25:00,0.988,9.286,1.666,2.204,13.156,10.96,14.84
2026-01-05 12:30:00,0.983,9.863,1.497,1.941,13.301,9.83,15.0
2026-01-05 12:35:00,0.96,8.454,1.61,2.245,12.309,12.92,15.11
2026-01-05 12:40:00,0.944,9.06,1.436,2.173,12.668,11.07,15.11
2026-01-05 12:45:00,0.982,8.938,1.475,2.263,12.677,11.46,15.22
2026-01-05 12:50:00,0.997,9.52,1.642,2.225,13.387,11.54,15.25
2026-01-05 12:55:00,1.0,9.769,1.498,2.096,13.363,10.98,15.29
2026-01-05 13:00:00,1.0,9.375,1.675,2.009,13.059,10.75,15.31
2026-01-05 13:05:00,1.0,8.166,1.635,2.162,11.963,13.08,15.39
2026-01-05 13:10:00,0.984,8.537,1.499,2.442,12.479,12.24,15.46
2026-01-05 13:15:00,0.961,9.332,1.558,2.277,13.167,12.14,15.48
2026-01-05 13:20:00,0.966,9.173,1.525,2.224,12.922,11.99,15.53
2026-01-05 13:25:00,0.97,9.519,1.63,2.038,13.186,10.77,15.63
2026-01-05 13:30:00,1.0,8.788,1.834,2.225,12.847,12.64,15.72
2026-01-05 13:35:00,0.959,9.078,1.563,2.373,13.015,10.99,15.78
2026-01-05 13:40:00,1.0,8.843,1.72,2.401,12.965,11.93,15.74
2026-01-05 13:45:00,0.946,9.815,1.607,2.107,13.529,10.42,15.83
2026-01-05 13:50:00,0.995,10.238,1.686,1.768,13.692,10.14,15.84
2026-01-05 13:55:00,0.971,8.852,1.647,2.113,12.613,12.05,15.97
2026-01-05 14:00:00,0.948,9.408,1.558,2.109,13.075,11.18,16.03
2026-01-05 14:05:00,0.943,9.894,1.683,2.016,13.593,10.27,16.04
2026-01-05 14:10:00,0.916,8.511,1.596,2.066,12.173,12.31,16.03
2026-01-05 14:15:00,0.94,7.771,1.582,2.355,11.709,13.6,16.24
2026-01-05 14:20:00,0.903,7.96,1.735,2.118,11.813,13.04,16.36
2026-01-05 14:25:00,0.87,8.838,1.608,2.264,12.709,11.74,16.46
2026-01-05 14:30:00,0.858,8.718,1.571,1.742,12.03,11.96,16.62
2026-01-05 14:35:00,0.89,8.321,1.791,2.041,12.153,12.68,16.7
2026-01-05 14:40:00,0.921,7.881,1.536,1.769,11.186,12.88,16.84
2026-01-05 14:45:00,0.866,8.469,1.778,1.973,12.221,11.71,16.86
2026-01-05 14:50:00,0.845,8.641,1.546,1.812,11.999,12.02,16.95
2026-01-05 14:55:00,0.844,8.831,1.67,2.276,12.777,12.24,16.98
2026-01-05 15:00:00,0.862,8.365,1.634,2.133,12.132,12.44,17.01
2026-01-05 15:05:00,0.816,8.388,1.542,2.171,12.101,11.89,17.06
2026-01-05 15:10:00,0.783,8.476,1.727,1.823,12.027,11.9,17.05
2026-01-05 15:15:00,0.814,7.446,1.85,1.762,11.057,13.09,17.13
2026-01-05 15:20:00,0.779,8.162,1.6,1.693,11.455,12.95,17.19
2026-01-05 15:25:00,0.798,8.239,1.704,1.989,11.932,12.35,17.14
2026-01-05 15:30:00,0.742,7.227,1.597,2.199,11.023,13.33,17.19
2026-01-05 15:35:00,0.685,8.226,1.68,1.816,11.721,11.63,17.21
2026-01-05 15:40:00,0.666,7.105,1.275,1.623,10.004,13.22,17.32
2026-01-05 15:45:00,0.741,8.413,1.675,1.796,11.884,12.34,17.39
2026-01-05 15:50:00,0.727,6.623,1.557,1.803,9.983,14.5,17.55
2026-01-05 15:55:00,0.655,8.669,1.277,2.084,12.029,10.9,17.6
2026-01-05 16:00:00,0.633,8.504,1.451,1.886,11.84,11.28,17.59
2026-01-05 16:05:00,0.672,7.714,1.762,1.762,11.238,12.14,17.63
2026-01-05 16:10:00,0.58,7.745,1.349,1.565,10.659,12.09,17.65
2026-01-05 16:15:00,0.57,7.016,1.489,1.586,10.092,13.29,17.74
2026-01-05 16:20:00,0.601,7.837,1.604,1.68,11.121,11.16,17.76
2026-01-05 16:25:00,0.554,7.506,1.404,1.414,10.325,12.38,17.77
2026-01-05 16:30:00,0.55,7.306,1.423,1.321,10.05,12.55,17.82
2026-01-05 16:35:00,0.529,7.543,1.212,1.659,10.414,12.14,17.88
2026-01-05 16:40:00,0.529,8.339,1.324,1.456,11.12,10.76,17.83
2026-01-05 16:45:00,0.545,7.348,1.535,1.672,10.555,12.61,17.9
2026-01-05 16:50:00,0.491,7.622,1.348,1.712,10.683,12.42,17.86
2026-01-05 16:55:00,0.492,7.205,1.395,1.49,10.09,11.86,17.94
2026-01-05 17:00:00,0.396,7.39,1.176,1.285,9.851,11.49,17.99
2026-01-05 17:05:00,0.442,7.851,1.492,1.935,11.278,11.46,18.09
2026-01-05 17:10:00,0.403,7.861,1.156,1.267,10.284,11.15,18.05
2026-01-05 17:15:00,0.377,7.468,1.312,0.961,9.741,11.67,18.13
2026-01-05 17:20:00,0.373,8.474,1.166,1.116,10.756,11.12,18.18
2026-01-05 17:25:00,0.376,8.299,1.337,1.487,11.124,10.35,18.17
2026-01-05 17:30:00,0.4,8.661,1.111,0.96,10.732,10.13,18.14
2026-01-05 17:35:00,0.319,7.885,1.072,0.923,9.881,10.3,18.08
2026-01-05 17:40:00,0.346,7.336,1.088,1.344,9.769,11.01,18.02
2026-01-05 17:45:00,0.318,7.616,1.082,1.018,9.717,10.74,17.98
2026-01-05 17:50:00,0.31,7.828,1.18,1.036,10.043,10.86,17.93
2026-01-05 17:55:00,0.337,7.726,1.172,1.322,10.22,11.01,18.02
2026-01-05 18:00:00,0.311,8.234,1.2,0.917,10.351,10.03,17.94
2026-01-05 18:05:00,0.323,7.127,1.041,0.788,8.957,11.63,17.97
2026-01-05 18:10:00,0.267,7.79,0.885,0.703,9.378,10.16,17.98
2026-01-05 18:15:00,0.239,7.894,0.9,1.047,9.842,9.95,17.99
2026-01-05 18:20:00,0.243,7.785,0.903,0.989,9.677,10.6,18.01
2026-01-05 18:25:00,0.246,8.994,0.896,0.804,10.694,8.66,18.02
2026-01-05 18:30:00,0.234,7.952,0.788,0.689,9.429,9.41,17.98
2026-01-05 18:35:00,0.186,7.541,0.884,0.78,9.205,10.74,17.99
2026-01-05 18:40:00,0.211,8.552,0.792,1.103,10.447,8.48,17.93
2026-01-05 18:45:00,0.206,7.555,0.957,0.703,9.216,10.67,18.0
2026-01-05 18:50:00,0.265,7.401,0.965,0.845,9.211,10.9,18.12
2026-01-05 18:55:00,0.237,8.803,0.958,0.689,10.45,9.3,18.03
2026-01-05 19:00:00,0.147,7.675,0.723,0.691,9.089,9.73,17.91
2026-01-05 19:05:00,0.156,7.54,0.606,0.848,8.994,10.3,17.94
2026-01-05 19:10:00,0.112,8.358,0.617,1.125,10.1,8.94,17.96
2026-01-05 19:15:00,0.131,7.387,0.82,0.779,8.985,9.91,18.05
2026-01-05 19:20:00,0.151,8.484,0.701,0.76,9.946,8.58,18.05
2026-01-05 19:25:00,0.17,8.451,0.815,0.979,10.246,8.63,18.08
2026-01-05 19:30:00,0.105,8.397,0.632,0.829,9.858,8.27,18.12
2026-01-05 19:35:00,0.101,7.919,0.583,0.566,9.068,9.09,18.16
2026-01-05 19:40:00,0.05,7.901,0.443,1.05,9.394,9.64,18.18
2026-01-05 19:45:00,0.103,8.254,0.613,0.681,9.548,8.46,18.07
2026-01-05 19:50:00,0.07,9.089,0.552,0.674,10.316,7.49,18.01
2026-01-05 19:55:00,0.081,9.017,0.367,0.756,10.14,7.53,17.97
2026-01-05 20:00:00,0.065,7.81,0.487,0.686,8.984,8.61,17.92
2026-01-05 20:05:00,0.083,7.808,0.49,0.955,9.254,9.66,17.91
2026-01-05 20:10:00,0.029,7.824,0.333,0.434,8.59,8.4,17.95
2026-01-05 20:15:00,0.033,8.887,0.512,0.716,10.115,7.67,17.85
2026-01-05 20:20:00,0.136,8.368,0.567,0.778,9.713,8.48,17.85
2026-01-05 20:25:00,0.03,8.75,0.234,0.75,9.734,7.57,17.81
2026-01-05 20:30:00,0.031,8.495,0.458,0.513,9.466,7.35,17.71
2026-01-05 20:35:00,0.115,9.516,0.447,0.638,10.601,6.78,17.59
2026-01-05 20:40:00,0.144,8.772,0.467,0.905,10.144,8.56,17.47
2026-01-05 20:45:00,0.018,9.835,0.436,0.604,10.875,5.3,17.41
2026-01-05 20:50:00,0.039,8.421,0.413,0.406,9.24,7.86,17.36
2026-01-05 20:55:00,0.057,9.465,0.49,0.872,10.827,6.74,17.26
2026-01-05 21:00:00,0.096,9.628,0.495,0.819,10.942,6.67,17.1
2026-01-05 21:05:00,0.012,7.558,0.19,0.506,8.254,8.24,17.1
2026-01-05 21:10:00,0.031,10.172,0.259,0.462,10.894,6.21,17.02
2026-01-05 21:15:00,0.059,9.859,0.421,0.68,10.96,6.13,16.92
2026-01-05 21:20:00,0.047,9.673,0.29,0.716,10.679,6.46,16.81
2026-01-05 21:25:00,0.02,9.145,0.381,0.218,9.744,6.79,16.75
2026-01-05 21:30:00,0.025,9.123,0.317,0.621,10.061,5.99,16.71
2026-01-05 21:35:00,0.0,10.414,0.319,0.631,11.363,4.98,16.6
2026-01-05 21:40:00,0.018,9.822,0.362,0.2,10.384,5.44,16.47
2026-01-05 21:45:00,0.016,9.181,0.378,0.568,10.127,7.05,16.43
2026-01-05 21:50:00,0.029,9.635,0.423,0.691,10.749,5.98,16.42
2026-01-05 21:55:00,0.004,9.58,0.275,0.623,10.479,6.17,16.37
2026-01-05 22:00:00,0.033,9.769,0.402,0.72,10.891,5.5,16.31
2026-01-05 22:05:00,0.048,10.56,0.444,0.521,11.525,5.07,16.22
2026-01-05 22:10:00,0.021,8.804,0.11,0.33,9.244,6.84,16.13
2026-01-05 22:15:00,0.026,10.806,0.429,0.2,11.435,5.24,16.02
2026-01-05 22:20:00,0.016,10.958,0.355,0.747,12.059,4.94,15.86
2026-01-05 22:25:00,0.013,10.09,0.389,0.664,11.144,6.06,15.88
2026-01-05 22:30:00,0.0,10.877,0.171,0.734,11.782,4.51,15.82
2026-01-05 22:35:00,0.021,10.531,0.32,0.392,11.243,4.51,15.75
2026-01-05 22:40:00,0.008,10.635,0.21,0.674,11.519,4.9,15.7
2026-01-05 22:45:00,0.072,10.515,0.556,0.33,11.401,4.79,15.65
2026-01-05 22:50:00,0.056,9.963,0.3,0.427,10.69,4.9,15.55
2026-01-05 22:55:00,0.02,9.949,0.257,0.561,10.767,6.27,15.49
2026-01-05 23:00:00,0.0,10.677,0.353,0.633,11.663,4.77,15.41
2026-01-05 23:05:00,0.0,11.688,0.237,0.836,12.761,2.5,15.42
2026-01-05 23:10:00,0.042,10.214,0.313,0.528,11.055,4.57,15.41
2026-01-05 23:15:00,0.014,10.514,0.425,0.352,11.291,4.25,15.34
2026-01-05 23:20:00,0.02,10.213,0.444,0.352,11.01,4.17,15.34
2026-01-05 23:25:00,0.0,10.939,0.372,0.362,11.674,4.24,15.33
2026-01-05 23:30:00,0.032,10.456,0.466,1.003,11.925,3.93,15.18
2026-01-05 23:35:00,0.018,11.043,0.321,0.684,12.048,3.83,15.09
2026-01-05 23:40:00,0.0,10.381,0.28,0.723,11.383,4.28,15.03
2026-01-05 23:45:00,0.0,10.81,0.235,0.452,11.498,3.27,14.97
2026-01-05 23:50:00,0.011,11.587,0.345,0.52,12.451,2.86,14.87
2026-01-05 23:55:00,0.005,9.537,0.259,0.648,10.443,5.96,14.83
2026-01-06 00:00:00,0.0,11.716,0.257,0.399,12.371,2.89,14.72
2026-01-06 00:05:00,0.0,10.738,0.36,0.442,11.54,3.47,14.7
2026-01-06 00:10:00,0.0,11.702,0.418,0.365,12.485,2.12,14.53
2026-01-06 00:15:00,0.005,10.497,0.352,0.419,11.269,3.34,14.43
2026-01-06 00:20:00,0.045,11.224,0.591,0.59,12.404,2.42,14.25
2026-01-06 00:25:00,0.0,12.091,0.229,0.336,12.656,2.75,14.12
2026-01-06 00:30:00,0.0,11.503,0.116,0.557,12.176,3.87,14.08
2026-01-06 00:35:00,0.006,11.237,0.386,0.567,12.191,3.35,14.03
2026-01-06 00:40:00,0.009,10.965,0.247,0.481,11.693,3.36,13.95
2026-01-06 00:45:00,0.0,12.254,0.273,0.335,12.861,1.43,13.91
2026-01-06 00:50:00,0.0,10.91,0.123,0.521,11.554,4.25,13.93
2026-01-06 00:55:00,0.011,12.014,0.237,0.418,12.669,1.77,13.83
2026-01-06 01:00:00,0.053,11.093,0.282,0.604,11.979,3.89,13.8
2026-01-06 01:05:00,0.0,11.135,0.257,0.72,12.111,3.43,13.72
2026-01-06 01:10:00,0.027,11.294,0.328,0.298,11.92,3.03,13.69
2026-01-06 01:15:00,0.0,11.942,0.309,0.935,13.186,1.83,13.54
2026-01-06 01:20:00,0.0,11.733,0.424,0.485,12.643,2.59,13.56
2026-01-06 01:25:00,0.0,11.678,0.368,0.582,12.628,2.05,13.54
2026-01-06 01:30:00,0.0,11.893,0.138,0.349,12.38,2.41,13.4
2026-01-06 01:35:00,0.041,11.896,0.463,0.802,13.16,2.14,13.29
2026-01-06 01:40:00,0.019,12.893,0.36,0.51,13.763,0.67,13.21
2026-01-06 01:45:00,0.054,11.879,0.425,0.518,12.823,3.16,13.14
2026-01-06 01:50:00,0.038,11.962,0.392,0.453,12.806,2.17,13.1
2026-01-06 01:55:00,0.016,12.435,0.36,0.474,13.269,1.81,13.0
2026-01-06 02:00:00,0.055,11.794,0.368,0.683,12.845,1.72,13.01
2026-01-06 02:05:00,0.016,11.649,0.322,0.564,12.534,2.43,12.94
2026-01-06 02:10:00,0.028,12.45,0.489,0.543,13.481,1.4,12.98
2026-01-06 02:15:00,0.0,13.601,0.23,0.358,14.188,0.29,12.91
2026-01-06 02:20:00,0.006,11.188,0.212,0.357,11.756,2.4,12.78
2026-01-06 02:25:00,0.0,11.686,0.294,0.408,12.388,2.47,12.83
2026-01-06 02:30:00,0.034,12.609,0.273,0.654,13.536,1.88,12.82
2026-01-06 02:35:00,0.0,12.297,0.128,0.632,13.057,1.11,12.75
2026-01-06 02:40:00,0.029,11.968,0.338,0.711,13.017,2.09,12.72
2026-01-06 02:45:00,0.0,12.796,0.445,0.5,13.741,0.84,12.57
2026-01-06 02:50:00,0.042,12.67,0.4,0.652,13.721,1.18,12.41
2026-01-06 02:55:00,0.03,12.917,0.392,0.519,13.828,1.4,12.33
2026-01-06 03:00:00,0.062,11.915,0.242,0.263,12.421,2.68,12.36
2026-01-06 03:05:00,0.03,12.661,0.419,0.511,13.592,1.71,12.32
2026-01-06 03:10:00,0.0,12.103,0.309,0.425,12.838,1.65,12.34
2026-01-06 03:15:00,0.008,10.855,0.253,0.306,11.414,3.58,12.38
2026-01-06 03:20:00,0.0,11.751,0.318,0.387,12.456,2.3,12.33
2026-01-06 03:25:00,0.0,11.471,0.317,0.527,12.315,2.3,12.34
2026-01-06 03:30:00,0.058,12.469,0.338,0.377,13.184,1.75,12.35
2026-01-06 03:35:00,0.032,12.232,0.414,0.416,13.062,1.58,12.28
2026-01-06 03:40:00,0.0,12.802,0.42,0.81,14.031,0.33,12.18
2026-01-06 03:45:00,0.0,11.626,0.277,0.2,12.103,2.87,12.15
2026-01-06 03:50:00,0.018,11.422,0.257,0.495,12.174,2.48,11.99
2026-01-06 03:55:00,0.0,12.23,0.282,0.267,12.779,2.0,11.95
2026-01-06 04:00:00,0.0,11.819,0.385,0.35,12.555,2.06,11.94
2026-01-06 04:05:00,0.03,11.964,0.252,0.514,12.73,2.79,11.92
